cl	cluster_id	cluster_label	cluster_color	cluster_pal
1457	1508	1508 PVR Six3 Sox3 Gaba_2	#26CC00	#7f930a
1458	1509	1509 PVR Six3 Sox3 Gaba_2	#C3CC1F	#7cdd56
1459	1510	1510 PVR Six3 Sox3 Gaba_2	#5CCCC7	#ffd84c
1445	1511	1511 PVR Six3 Sox3 Gaba_3	#CC1FC9	#25af1d
1446	1512	1512 PVR Six3 Sox3 Gaba_3	#993600	#377e99
1456	1513	1513 PVR Six3 Sox3 Gaba_3	#CC6E5C	#60ea79
1462	1514	1514 PVR Six3 Sox3 Gaba_3	#88995C	#64fcd9
873	1515	1515 PVR Six3 Sox3 Gaba_4	#0075FF	#8cd637
874	1516	1516 PVR Six3 Sox3 Gaba_4	#1F9BCC	#c48a03
875	1517	1517 PVR Six3 Sox3 Gaba_4	#461FCC	#c4077c
1602	1518	1518 PVR Six3 Sox3 Gaba_4	#5B0F66	#fcfc2f
1611	1519	1519 PVR Six3 Sox3 Gaba_4	#3DCC74	#0860db
1589	1520	1520 PVR Six3 Sox3 Gaba_5	#99FF9C	#83ba16
1591	1521	1521 PVR Six3 Sox3 Gaba_5	#45998C	#306cd3
1600	1522	1522 PVR Six3 Sox3 Gaba_5	#7A9CCC	#66a3f9
1596	1523	1523 PVR Six3 Sox3 Gaba_6	#14660F	#0b8270
1409	1524	1524 PVR Six3 Sox3 Gaba_7	#2E9975	#21dd04
1415	1525	1525 PVR Six3 Sox3 Gaba_7	#5ECC1F	#3b6899
1416	1526	1526 PVR Six3 Sox3 Gaba_7	#663D5D	#7367e5
1417	1527	1527 PVR Six3 Sox3 Gaba_8	#FF99DD	#96f94f
1419	1528	1528 PVR Six3 Sox3 Gaba_8	#0F664B	#efd043
1420	1529	1529 PVR Six3 Sox3 Gaba_8	#2E4C66	#9350c9
1421	1530	1530 PVR Six3 Sox3 Gaba_8	#996017	#395ad3
1418	1531	1531 PVR Six3 Sox3 Gaba_9	#581799	#49d8b9
1413	1532	1532 PVR Six3 Sox3 Gaba_9	#834599	#6516aa
1423	1533	1533 PVR Six3 Sox3 Gaba_9	#74CC3D	#c10f8f
1424	1534	1534 PVR Six3 Sox3 Gaba_9	#DAFF4D	#00445b
1410	1535	1535 PVR Six3 Sox3 Gaba_9	#FFFC99	#6bf99d
1412	1536	1536 PVR Six3 Sox3 Gaba_9	#FF9600	#f92ac6
1422	1537	1537 PVR Six3 Sox3 Gaba_9	#5F3D66	#81b52f
1455	1538	1538 BST-MPN Six3 Nrgn Gaba_1	#5E3DCC	#bf2907
1533	1539	1539 BST-MPN Six3 Nrgn Gaba_1	#56992E	#5087bf
1520	1540	1540 BST-MPN Six3 Nrgn Gaba_2	#7A81CC	#0d7991
1454	1541	1541 BST-MPN Six3 Nrgn Gaba_3	#A000CC	#010663
1526	1542	1542 BST-MPN Six3 Nrgn Gaba_3	#B71FCC	#6b27d8
1527	1543	1543 BST-MPN Six3 Nrgn Gaba_3	#7E1799	#4ddb34
1528	1544	1544 BST-MPN Six3 Nrgn Gaba_3	#8A9945	#0bdfe2
1529	1545	1545 BST-MPN Six3 Nrgn Gaba_3	#005D99	#33d638
1536	1546	1546 BST-MPN Six3 Nrgn Gaba_3	#26FFD9	#0d8ec1
1519	1547	1547 BST-MPN Six3 Nrgn Gaba_4	#CC5C62	#3bc68a
1525	1548	1548 BST-MPN Six3 Nrgn Gaba_4	#5C7A99	#0f5b99
1530	1549	1549 BST-MPN Six3 Nrgn Gaba_4	#FF99F1	#db39dd
1532	1550	1550 BST-MPN Six3 Nrgn Gaba_4	#633D66	#56d81e
1514	1551	1551 BST-MPN Six3 Nrgn Gaba_5	#A2CC5C	#ba471d
1515	1552	1552 BST-MPN Six3 Nrgn Gaba_5	#662700	#99ce3d
1516	1553	1553 BST-MPN Six3 Nrgn Gaba_5	#2627FF	#43d3c7
1518	1554	1554 BST-MPN Six3 Nrgn Gaba_5	#B9CC5C	#73bc12
1594	1555	1555 BST-MPN Six3 Nrgn Gaba_5	#CC671F	#59c41f
1517	1556	1556 BST-MPN Six3 Nrgn Gaba_5	#73F4FF	#008940
1535	1557	1557 BST-MPN Six3 Nrgn Gaba_5	#CCBD3D	#2e7596
1097	1558	1558 BST-MPN Six3 Nrgn Gaba_6	#66552E	#1bc668
1098	1559	1559 BST-MPN Six3 Nrgn Gaba_6	#178599	#e52491
1538	1560	1560 BST-MPN Six3 Nrgn Gaba_6	#00E2FF	#6974f4
1531	1561	1561 BST-MPN Six3 Nrgn Gaba_6	#C0FF99	#ec63ff
1521	1562	1562 BST-MPN Six3 Nrgn Gaba_6	#7826FF	#302dfc
1522	1563	1563 BST-MPN Six3 Nrgn Gaba_6	#999217	#e09c43
1539	1564	1564 BST-MPN Six3 Nrgn Gaba_6	#00FF86	#ed2d99
1434	1565	1565 BST-MPN Six3 Nrgn Gaba_7	#990055	#ce2db9
1435	1566	1566 BST-MPN Six3 Nrgn Gaba_7	#3926FF	#348faa
1436	1567	1567 BST-MPN Six3 Nrgn Gaba_7	#1FCC5D	#3c0f96
1442	1568	1568 BST-MPN Six3 Nrgn Gaba_7	#26FFC5	#83d861
1483	1569	1569 ARH-PVi Six6 Dopa-Gaba_1	#0900CC	#581bb5
1484	1570	1570 ARH-PVi Six6 Dopa-Gaba_1	#0058CC	#93a318
1485	1571	1571 ARH-PVi Six6 Dopa-Gaba_1	#2E5F99	#a51613
1642	1572	1572 ARH-PVi Six6 Dopa-Gaba_2	#99695C	#003bb2
5361	1573	1573 TMv-PMv Tbx3 Hist-Gaba_1	#66620F	#70bf33
2011	1574	1574 TMv-PMv Tbx3 Hist-Gaba_1	#C5CC7A	#91ef6b
2004	1575	1575 TMv-PMv Tbx3 Hist-Gaba_1	#FFBF4D	#a6d659
2006	1576	1576 TMv-PMv Tbx3 Hist-Gaba_1	#661F4C	#f4f422
5360	1577	1577 TMv-PMv Tbx3 Hist-Gaba_1	#2658FF	#1f6f7f
2008	1578	1578 TMv-PMv Tbx3 Hist-Gaba_2	#CC943D	#02d6cb
2010	1579	1579 TMv-PMv Tbx3 Hist-Gaba_2	#61661F	#d81adb
1698	1580	1580 RT-ZI Gnb3 Gaba_1	#CC807A	#4e3bf7
1780	1581	1581 RT-ZI Gnb3 Gaba_1	#FFBB73	#420eba
1781	1582	1582 RT-ZI Gnb3 Gaba_1	#66483D	#db51a4
1785	1583	1583 RT-ZI Gnb3 Gaba_1	#81CC3D	#031866
1802	1584	1584 RT-ZI Gnb3 Gaba_1	#8FFF26	#b73766
1782	1585	1585 RT-ZI Gnb3 Gaba_1	#FF7388	#a33927
1784	1586	1586 RT-ZI Gnb3 Gaba_2	#663E1F	#037777
1786	1587	1587 RT-ZI Gnb3 Gaba_2	#0F2A66	#bf36db
1787	1588	1588 RT-ZI Gnb3 Gaba_2	#CC5C83	#1f6984
1788	1589	1589 RT-ZI Gnb3 Gaba_2	#3D6663	#68f9bf
1789	1590	1590 RT-ZI Gnb3 Gaba_2	#635C99	#c17f1d
1790	1591	1591 RT-ZI Gnb3 Gaba_3	#FF73C4	#a4fc20
1796	1592	1592 RT-ZI Gnb3 Gaba_3	#66411F	#d30e67
1797	1593	1593 RT-ZI Gnb3 Gaba_3	#CC3D9F	#1baa43
1799	1594	1594 RT-ZI Gnb3 Gaba_3	#009990	#141070
1724	1595	1595 RT-ZI Gnb3 Gaba_4	#4D3D66	#d6b602
1730	1596	1596 RT-ZI Gnb3 Gaba_4	#E4FF99	#166787
1798	1597	1597 RT-ZI Gnb3 Gaba_4	#3D1F66	#4970dd
1800	1598	1598 RT-ZI Gnb3 Gaba_4	#660F58	#4ae8b6
1801	1599	1599 RT-ZI Gnb3 Gaba_4	#66001F	#6ccc4f
1791	1600	1600 RT-ZI Gnb3 Gaba_5	#010066	#ca4bd8
1792	1601	1601 RT-ZI Gnb3 Gaba_5	#5C7E99	#1ea867
1793	1602	1602 RT-ZI Gnb3 Gaba_5	#2E6642	#f94204
1794	1603	1603 RT-ZI Gnb3 Gaba_5	#26FF99	#f26596
1795	1604	1604 RT-ZI Gnb3 Gaba_5	#FFDC4D	#1a4d7c
1426	1605	1605 SCH Six6 Cdc14a Gaba_1	#FF4DE0	#cc0e83
1428	1606	1606 SCH Six6 Cdc14a Gaba_1	#5F0066	#d132bb
1430	1607	1607 SCH Six6 Cdc14a Gaba_1	#CC5CCC	#2dcebb
1432	1608	1608 SCH Six6 Cdc14a Gaba_1	#5CCC69	#76c60d
1433	1609	1609 SCH Six6 Cdc14a Gaba_1	#1F665D	#ea1799
1465	1610	1610 SCH Six6 Cdc14a Gaba_1	#66463D	#e2ed53
1425	1611	1611 SCH Six6 Cdc14a Gaba_2	#41663D	#82e544
1427	1612	1612 SCH Six6 Cdc14a Gaba_2	#CC945C	#77ba12
1429	1613	1613 SCH Six6 Cdc14a Gaba_2	#4DFF98	#e54258
1431	1614	1614 SCH Six6 Cdc14a Gaba_2	#592E66	#b1d328
1464	1615	1615 SCH Six6 Cdc14a Gaba_3	#FFC173	#0fd884
1466	1616	1616 SCH Six6 Cdc14a Gaba_3	#854DFF	#b5db4c
1467	1617	1617 SCH Six6 Cdc14a Gaba_3	#871799	#184f7c
1469	1618	1618 SCH Six6 Cdc14a Gaba_3	#B373FF	#8b5aed
2102	1619	1619 DMH Prdm13 Gaba_1	#4C9900	#f2371a
2103	1620	1620 DMH Prdm13 Gaba_1	#FFC473	#e244c5
2107	1621	1621 DMH Prdm13 Gaba_1	#CC3DB9	#cc4347
2104	1622	1622 DMH Prdm13 Gaba_1	#1FB3CC	#070182
2105	1623	1623 DMH Prdm13 Gaba_2	#FAFF00	#edd81e
2106	1624	1624 DMH Prdm13 Gaba_2	#99FFA0	#546fdd
1039	1625	1625 PVHd Gsc Gaba_1	#2E6663	#bc0805
1728	1626	1626 PVHd-SBPV Six3 Prox1 Gaba_1	#865C99	#dce560
1735	1627	1627 PVHd-SBPV Six3 Prox1 Gaba_1	#738BFF	#0fe035
1736	1628	1628 PVHd-SBPV Six3 Prox1 Gaba_1	#1A0F66	#2ec979
1737	1629	1629 PVHd-SBPV Six3 Prox1 Gaba_1	#2E6651	#e0ce59
1738	1630	1630 PVHd-SBPV Six3 Prox1 Gaba_1	#3D6640	#008429
1739	1631	1631 PVHd-SBPV Six3 Prox1 Gaba_1	#95CC00	#35acba
1746	1632	1632 PVHd-SBPV Six3 Prox1 Gaba_1	#FFD600	#73a018
1156	1633	1633 PVHd-SBPV Six3 Prox1 Gaba_2	#823DCC	#2ce071
1439	1634	1634 PVHd-SBPV Six3 Prox1 Gaba_2	#4DCC3D	#41c146
1440	1635	1635 PVHd-SBPV Six3 Prox1 Gaba_2	#994547	#5d9aea
1441	1636	1636 PVHd-SBPV Six3 Prox1 Gaba_2	#CC501F	#f2688c
2040	1637	1637 PVHd-SBPV Six3 Prox1 Gaba_2	#993D2E	#ce1cad
1732	1638	1638 PVHd-SBPV Six3 Prox1 Gaba_3	#380066	#853ed6
1733	1639	1639 PVHd-SBPV Six3 Prox1 Gaba_3	#0F3166	#b53dd3
1734	1640	1640 PVHd-SBPV Six3 Prox1 Gaba_3	#2E4A66	#d1793e
1740	1641	1641 PVHd-SBPV Six3 Prox1 Gaba_3	#665E3D	#c6c305
1437	1642	1642 PVHd-SBPV Six3 Prox1 Gaba_4	#CC3D5F	#2e4d96
1438	1643	1643 PVHd-SBPV Six3 Prox1 Gaba_4	#623D66	#d82ba4
1443	1644	1644 PVHd-SBPV Six3 Prox1 Gaba_4	#CC3000	#62ff51
1444	1645	1645 PVHd-SBPV Six3 Prox1 Gaba_4	#006066	#0ba85f
1447	1646	1646 PVHd-SBPV Six3 Prox1 Gaba_4	#76FF00	#43ef62
1487	1647	1647 AHN-SBPV-PVHd Pdrm12 Gaba_1	#CCA05C	#77d660
1488	1648	1648 AHN-SBPV-PVHd Pdrm12 Gaba_1	#189900	#3cc451
1500	1649	1649 AHN-SBPV-PVHd Pdrm12 Gaba_1	#3DCCAE	#c92633
1504	1650	1650 AHN-SBPV-PVHd Pdrm12 Gaba_1	#4DE1FF	#17ed8d
1494	1651	1651 AHN-SBPV-PVHd Pdrm12 Gaba_2	#179799	#d8694e
1495	1652	1652 AHN-SBPV-PVHd Pdrm12 Gaba_2	#3D6647	#89e25d
1503	1653	1653 AHN-SBPV-PVHd Pdrm12 Gaba_2	#CC00AA	#d84152
1620	1654	1654 AHN-SBPV-PVHd Pdrm12 Gaba_2	#00D7FF	#d3a84c
1621	1655	1655 AHN-SBPV-PVHd Pdrm12 Gaba_2	#CC3D62	#3e53c9
1622	1656	1656 AHN-SBPV-PVHd Pdrm12 Gaba_2	#7F5C99	#ce0e8e
1493	1657	1657 AHN-SBPV-PVHd Pdrm12 Gaba_3	#90CC1F	#20c99f
1509	1658	1658 AHN-SBPV-PVHd Pdrm12 Gaba_3	#35662E	#56ffb6
1497	1659	1659 AHN-SBPV-PVHd Pdrm12 Gaba_3	#CC7AA9	#074463
1498	1660	1660 AHN-SBPV-PVHd Pdrm12 Gaba_3	#995C91	#05a003
1499	1661	1661 AHN-SBPV-PVHd Pdrm12 Gaba_3	#3D660F	#6ff783
1505	1662	1662 AHN-SBPV-PVHd Pdrm12 Gaba_3	#26FFF6	#30c18c
1623	1663	1663 AHN-SBPV-PVHd Pdrm12 Gaba_4	#7C2E99	#a3f74a
1631	1664	1664 AHN-SBPV-PVHd Pdrm12 Gaba_4	#998F45	#58afc9
1633	1665	1665 AHN-SBPV-PVHd Pdrm12 Gaba_4	#FF4DBC	#be0fdd
1634	1666	1666 AHN-SBPV-PVHd Pdrm12 Gaba_4	#5F00FF	#406ed1
1635	1667	1667 AHN-SBPV-PVHd Pdrm12 Gaba_4	#7398FF	#80e564
1461	1668	1668 AHN-SBPV-PVHd Pdrm12 Gaba_5	#760099	#4fe2ca
1463	1669	1669 AHN-SBPV-PVHd Pdrm12 Gaba_5	#950099	#c1872a
1626	1670	1670 AHN-SBPV-PVHd Pdrm12 Gaba_5	#499900	#3d3bba
1627	1671	1671 AHN-SBPV-PVHd Pdrm12 Gaba_5	#5C6600	#bf6544
1491	1672	1672 AHN-SBPV-PVHd Pdrm12 Gaba_6	#CC7000	#919e03
1492	1673	1673 AHN-SBPV-PVHd Pdrm12 Gaba_6	#FF999A	#331596
1502	1674	1674 AHN-SBPV-PVHd Pdrm12 Gaba_6	#99F6FF	#f45cf9
1511	1675	1675 AHN-SBPV-PVHd Pdrm12 Gaba_6	#A15CCC	#c14955
1496	1676	1676 AHN-SBPV-PVHd Pdrm12 Gaba_6	#CCB43D	#12e899
1501	1677	1677 AHN-SBPV-PVHd Pdrm12 Gaba_6	#5C8C99	#b7820e
1489	1678	1678 AHN-SBPV-PVHd Pdrm12 Gaba_7	#661F22	#7611db
1490	1679	1679 AHN-SBPV-PVHd Pdrm12 Gaba_7	#2E9931	#960a0c
1507	1680	1680 AHN-SBPV-PVHd Pdrm12 Gaba_7	#7ACC9E	#c111ad
1508	1681	1681 AHN-SBPV-PVHd Pdrm12 Gaba_7	#992E66	#98e236
1512	1682	1682 AHN-SBPV-PVHd Pdrm12 Gaba_7	#FF99AF	#1f9aad
1472	1683	1683 SBPV-PVa Six6 Satb2 Gaba_1	#2A0099	#dff707
1473	1684	1684 SBPV-PVa Six6 Satb2 Gaba_1	#CC9A7A	#eda04e
1474	1685	1685 SBPV-PVa Six6 Satb2 Gaba_1	#998045	#d16d1b
1481	1686	1686 SBPV-PVa Six6 Satb2 Gaba_1	#BFFF73	#b26f1c
1482	1687	1687 SBPV-PVa Six6 Satb2 Gaba_1	#CC601F	#599acc
1480	1688	1688 SBPV-PVa Six6 Satb2 Gaba_2	#66001A	#e209e2
1486	1689	1689 SBPV-PVa Six6 Satb2 Gaba_2	#8ACC3D	#e8db66
1654	1690	1690 SBPV-PVa Six6 Satb2 Gaba_2	#992E64	#dd49bb
1477	1691	1691 SBPV-PVa Six6 Satb2 Gaba_2	#5C9987	#efbe62
1479	1692	1692 SBPV-PVa Six6 Satb2 Gaba_2	#0F2266	#ef173f
1506	1693	1693 SBPV-PVa Six6 Satb2 Gaba_2	#006E99	#4bcc6d
1478	1694	1694 SBPV-PVa Six6 Satb2 Gaba_3	#8B992E	#66e25a
1471	1695	1695 SBPV-PVa Six6 Satb2 Gaba_3	#5C97CC	#3f739e
1475	1696	1696 SBPV-PVa Six6 Satb2 Gaba_3	#7AB4CC	#71e00f
1476	1697	1697 SBPV-PVa Six6 Satb2 Gaba_3	#362E99	#cc2e36
1632	1698	1698 AHN Onecut3 Gaba_1	#001866	#493aea
1513	1699	1699 AHN Onecut3 Gaba_1	#4B1F66	#26a0f2
1624	1700	1700 AHN Onecut3 Gaba_1	#B500FF	#d37b00
1625	1701	1701 AHN Onecut3 Gaba_1	#991744	#e84702
1636	1702	1702 AHN Onecut3 Gaba_1	#FF73ED	#065360
1628	1703	1703 AHN Onecut3 Gaba_1	#44661F	#2462b5
1637	1704	1704 AHN Onecut3 Gaba_1	#90CC7A	#e55ea6
1638	1705	1705 AHN Onecut3 Gaba_2	#CC937A	#d18c32
1639	1706	1706 AHN Onecut3 Gaba_2	#99FFE3	#e004b8
1640	1707	1707 AHN Onecut3 Gaba_2	#7373FF	#f9e145
1641	1708	1708 AHN Onecut3 Gaba_2	#1FA3CC	#46c999
1643	1709	1709 AHN Onecut3 Gaba_2	#994591	#0f7477
1629	1710	1710 AHN Onecut3 Gaba_3	#FF2697	#13ad53
1630	1711	1711 AHN Onecut3 Gaba_3	#00B8CC	#4c23bc
1619	1712	1712 AHN Onecut3 Gaba_3	#1F2F66	#e5c224
1645	1713	1713 AHN Onecut3 Gaba_3	#C3CC5C	#9120c9
1647	1714	1714 ZI Pax6 Gaba_1	#A926FF	#38d8c3
1648	1715	1715 ZI Pax6 Gaba_1	#310099	#417cdb
1650	1716	1716 ZI Pax6 Gaba_1	#3D4E66	#491cdb
1658	1717	1717 ZI Pax6 Gaba_1	#FF99A1	#5b3ca3
1662	1718	1718 ZI Pax6 Gaba_1	#2E6499	#b22801
1663	1719	1719 ZI Pax6 Gaba_1	#4E9917	#adc647
1665	1720	1720 ZI Pax6 Gaba_1	#839917	#bff75d
1668	1721	1721 ZI Pax6 Gaba_1	#1F0099	#4bf2e4
1670	1722	1722 ZI Pax6 Gaba_1	#5C998A	#d6556d
1671	1723	1723 ZI Pax6 Gaba_1	#519945	#a92bdb
1775	1724	1724 ZI Pax6 Gaba_1	#8E9900	#57f2ce
1686	1725	1725 ZI Pax6 Gaba_2	#A45CCC	#d3325d
1697	1726	1726 ZI Pax6 Gaba_2	#B0FF99	#5ced72
1699	1727	1727 ZI Pax6 Gaba_2	#CCAD5C	#d13856
1713	1728	1728 ZI Pax6 Gaba_2	#462E66	#d1a627
1711	1729	1729 ZI Pax6 Gaba_2	#001466	#34aedb
1649	1730	1730 ZI Pax6 Gaba_3	#0F6622	#0470ce
1659	1731	1731 ZI Pax6 Gaba_3	#661F3D	#58ef3e
1687	1732	1732 ZI Pax6 Gaba_3	#176B99	#84910f
1696	1733	1733 ZI Pax6 Gaba_3	#0F6658	#440c99
1721	1734	1734 ZI Pax6 Gaba_3	#66473D	#684ed3
1756	1735	1735 ZI Pax6 Gaba_3	#3D6645	#45f7f1
1758	1736	1736 ZI Pax6 Gaba_3	#66170F	#5eed6f
1759	1737	1737 ZI Pax6 Gaba_3	#FFCC99	#e27644
1770	1738	1738 ZI Pax6 Gaba_3	#5D5CCC	#e2162b
1689	1739	1739 ZI Pax6 Gaba_4	#179932	#ea31e7
1695	1740	1740 ZI Pax6 Gaba_4	#FFB799	#66f9e1
1700	1741	1741 ZI Pax6 Gaba_4	#3F0066	#aa295f
1701	1742	1742 ZI Pax6 Gaba_4	#FF6900	#3dbf93
1702	1743	1743 ZI Pax6 Gaba_4	#992E17	#50b8c4
1703	1744	1744 ZI Pax6 Gaba_4	#7ACC9A	#af0023
1709	1745	1745 ZI Pax6 Gaba_4	#99454F	#7659cc
1714	1746	1746 ZI Pax6 Gaba_4	#4DFFE4	#d61d77
1717	1747	1747 ZI Pax6 Gaba_4	#1FBFCC	#f27363
1718	1748	1748 ZI Pax6 Gaba_4	#994E00	#ef9156
1707	1749	1749 ZI Pax6 Gaba_5	#431F66	#f75616
1712	1750	1750 ZI Pax6 Gaba_5	#004666	#5af4e0
1803	1751	1751 ZI Pax6 Gaba_5	#CC5C92	#8510c9
1694	1752	1752 ZI Pax6 Gaba_6	#997417	#f460f7
1704	1753	1753 ZI Pax6 Gaba_6	#3D69CC	#14ad6d
1705	1754	1754 ZI Pax6 Gaba_6	#CC0065	#46a4db
1706	1755	1755 ZI Pax6 Gaba_6	#046600	#efe35d
1719	1756	1756 ZI Pax6 Gaba_6	#322E99	#78e05e
1720	1757	1757 ZI Pax6 Gaba_6	#7AB6CC	#a04eed
1688	1758	1758 ZI Pax6 Gaba_7	#73FFC5	#1a1c99
1690	1759	1759 ZI Pax6 Gaba_7	#E873FF	#e02a91
1691	1760	1760 ZI Pax6 Gaba_7	#0E9900	#ddcc0d
1692	1761	1761 ZI Pax6 Gaba_7	#7700CC	#5b3aaf
1693	1762	1762 ZI Pax6 Gaba_7	#994595	#efb953
1710	1763	1763 ZI Pax6 Gaba_7	#0F5A66	#2963ce
1715	1764	1764 ZI Pax6 Gaba_7	#6B2E99	#3ef289
1716	1765	1765 ZI Pax6 Gaba_7	#006FFF	#c204e8
1725	1766	1766 ZI Pax6 Gaba_8	#660F2B	#59d181
1727	1767	1767 ZI Pax6 Gaba_8	#459999	#0de538
1729	1768	1768 ZI Pax6 Gaba_8	#927ACC	#54cef7
1741	1769	1769 ZI Pax6 Gaba_8	#FF268D	#b28e17
1742	1770	1770 ZI Pax6 Gaba_8	#CC5E00	#3456b5
1743	1771	1771 ZI Pax6 Gaba_8	#7A98CC	#09e002
1747	1772	1772 ZI Pax6 Gaba_8	#F14DFF	#1cb21c
1748	1773	1773 ZI Pax6 Gaba_8	#FFD799	#c48a42
1750	1774	1774 ZI Pax6 Gaba_8	#28660F	#30bedd
1723	1775	1775 ZI Pax6 Gaba_9	#175C99	#e5e843
1726	1776	1776 ZI Pax6 Gaba_9	#661B00	#0f8954
1745	1777	1777 ZI Pax6 Gaba_9	#B55CCC	#180b7c
1753	1778	1778 ZI Pax6 Gaba_9	#3DCC5E	#db1e93
1644	1779	1779 ZI Pax6 Gaba_10	#FF73B4	#ff5bc8
1651	1780	1780 ZI Pax6 Gaba_10	#CC1F6C	#cbe256
1660	1781	1781 ZI Pax6 Gaba_10	#73FFE4	#b1e84c
1762	1782	1782 ZI Pax6 Gaba_11	#50CC3D	#f91820
1754	1783	1783 ZI Pax6 Gaba_11	#A599FF	#76c94a
1760	1784	1784 ZI Pax6 Gaba_11	#4D6DFF	#1710a3
1776	1785	1785 ZI Pax6 Gaba_11	#4ACC1F	#aed35d
1777	1786	1786 ZI Pax6 Gaba_11	#2E3B66	#e93bef
2044	1787	1787 DMH-LHA Gsx1 Gaba_1	#179955	#bf1c5d
2045	1788	1788 DMH-LHA Gsx1 Gaba_1	#992E94	#ad1d5b
2046	1789	1789 DMH-LHA Gsx1 Gaba_1	#2E5E66	#bf7b28
2049	1790	1790 DMH-LHA Gsx1 Gaba_1	#456699	#3150bf
2054	1791	1791 DMH-LHA Gsx1 Gaba_1	#5C9099	#57d6db
2042	1792	1792 DMH-LHA Gsx1 Gaba_1	#5D2E99	#6312a5
2055	1793	1793 DMH-LHA Gsx1 Gaba_1	#2E992F	#0e3bb7
2058	1794	1794 DMH-LHA Gsx1 Gaba_1	#CC5CB8	#f934f9
2056	1795	1795 DMH-LHA Gsx1 Gaba_2	#179975	#f2ac15
2057	1796	1796 DMH-LHA Gsx1 Gaba_2	#26FF64	#61ed6c
2059	1797	1797 DMH-LHA Gsx1 Gaba_2	#226600	#7e0dbf
2060	1798	1798 DMH-LHA Gsx1 Gaba_2	#812E99	#3f7fd3
2061	1799	1799 DMH-LHA Gsx1 Gaba_2	#FFF799	#4ee5ab
2062	1800	1800 DMH-LHA Gsx1 Gaba_2	#5A2E66	#e3e861
2070	1801	1801 DMH-LHA Gsx1 Gaba_2	#663C00	#de55e8
2063	1802	1802 DMH-LHA Gsx1 Gaba_2	#FF99E6	#2d7196
2064	1803	1803 DMH-LHA Gsx1 Gaba_2	#179992	#cc43f2
2065	1804	1804 DMH-LHA Gsx1 Gaba_2	#7A86CC	#c17b2a
2066	1805	1805 DMH-LHA Gsx1 Gaba_2	#1FCCA3	#63ba28
2069	1806	1806 DMH-LHA Gsx1 Gaba_2	#26B5FF	#e08311
1666	1807	1807 DMH-LHA Gsx1 Gaba_2	#0F663B	#72b8ff
2067	1808	1808 DMH-LHA Gsx1 Gaba_2	#D5FF73	#9924f2
2068	1809	1809 DMH-LHA Gsx1 Gaba_2	#5D1FCC	#c3ea4f
2052	1810	1810 DMH-LHA Gsx1 Gaba_3	#990082	#d460f7
2039	1811	1811 DMH-LHA Gsx1 Gaba_4	#FF4D60	#4f5cd1
2047	1812	1812 DMH-LHA Gsx1 Gaba_4	#60CC5C	#0b267a
2048	1813	1813 DMH-LHA Gsx1 Gaba_4	#54CC3D	#3a9e04
1652	1814	1814 PVHd-DMH Lhx6 Gaba_1	#FF6300	#ff59ae
1655	1815	1815 PVHd-DMH Lhx6 Gaba_1	#995C85	#0554c1
1656	1816	1816 PVHd-DMH Lhx6 Gaba_1	#65992E	#34ba5c
1661	1817	1817 PVHd-DMH Lhx6 Gaba_1	#340F66	#a3253c
1664	1818	1818 PVHd-DMH Lhx6 Gaba_1	#3DCC67	#8d39ba
1667	1819	1819 PVHd-DMH Lhx6 Gaba_1	#99FFAE	#5a3fa8
1669	1820	1820 PVHd-DMH Lhx6 Gaba_1	#FF26AA	#e253db
1672	1821	1821 PVHd-DMH Lhx6 Gaba_2	#5D663D	#024be8
1675	1822	1822 PVHd-DMH Lhx6 Gaba_2	#1FCC9F	#f92fd8
1679	1823	1823 PVHd-DMH Lhx6 Gaba_2	#2A660F	#1d678c
1681	1824	1824 PVHd-DMH Lhx6 Gaba_2	#3C660F	#61e1f4
1682	1825	1825 PVHd-DMH Lhx6 Gaba_2	#179952	#e25a85
1683	1826	1826 PVHd-DMH Lhx6 Gaba_2	#664F3D	#15d108
1677	1827	1827 PVHd-DMH Lhx6 Gaba_2	#45996C	#e56471
1678	1828	1828 PVHd-DMH Lhx6 Gaba_2	#CC7A98	#5bed44
1680	1829	1829 PVHd-DMH Lhx6 Gaba_2	#0F5C66	#a80609
1646	1830	1830 PVHd-DMH Lhx6 Gaba_3	#006A99	#afff72
1653	1831	1831 PVHd-DMH Lhx6 Gaba_3	#5C6ACC	#74d83e
1657	1832	1832 PVHd-DMH Lhx6 Gaba_3	#26FF95	#cc342c
1673	1833	1833 PVHd-DMH Lhx6 Gaba_3	#2F2E99	#dd681f
1674	1834	1834 PVHd-DMH Lhx6 Gaba_4	#FF99D3	#6fd64d
1676	1835	1835 PVHd-DMH Lhx6 Gaba_4	#FF99BA	#70dd63
1684	1836	1836 PVHd-DMH Lhx6 Gaba_4	#66291F	#f97218
1983	1837	1837 TU-ARH Otp Six6 Gaba_1	#19CC00	#7fb210
1984	1838	1838 TU-ARH Otp Six6 Gaba_1	#73CEFF	#57d66a
1985	1839	1839 TU-ARH Otp Six6 Gaba_1	#5C9982	#fff766
1986	1840	1840 TU-ARH Otp Six6 Gaba_1	#71992E	#dd5f5a
1987	1841	1841 TU-ARH Otp Six6 Gaba_1	#99F9FF	#3cd190
1988	1842	1842 TU-ARH Otp Six6 Gaba_1	#65CC1F	#207582
1975	1843	1843 TU-ARH Otp Six6 Gaba_1	#1F3766	#f7336e
1989	1844	1844 TU-ARH Otp Six6 Gaba_2	#66250F	#afe256
