cl	cluster_id	cluster_label	cluster_color	cluster_pal
2135	2498	2498 PH-LHA Foxb1 Glut_1	#9DCC5C	#cedb1c
2136	2499	2499 PH-LHA Foxb1 Glut_1	#001B66	#f4c404
2138	2500	2500 PH-LHA Foxb1 Glut_1	#00CCC9	#f75d6d
2168	2501	2501 PH-LHA Foxb1 Glut_1	#5D0099	#36e2b2
2169	2502	2502 PH-LHA Foxb1 Glut_1	#6DFF4D	#14e890
2144	2503	2503 PH-LHA Foxb1 Glut_1	#CCA77A	#7cad20
24615	2504	2504 PH-LHA Foxb1 Glut_1	#609945	#1eeaad
2124	2505	2505 PH-LHA Foxb1 Glut_2	#070099	#d85494
2126	2506	2506 PH-LHA Foxb1 Glut_2	#4D0066	#aab71d
2166	2507	2507 PH-LHA Foxb1 Glut_2	#4D81FF	#e84845
2167	2508	2508 PH-LHA Foxb1 Glut_2	#455C99	#18ad51
2137	2509	2509 PH-LHA Foxb1 Glut_3	#9D4DFF	#25db18
2120	2510	2510 PH-LHA Foxb1 Glut_3	#FF5E26	#2697e2
2121	2511	2511 PH-LHA Foxb1 Glut_3	#5CCC97	#813ead
2122	2512	2512 PH-LHA Foxb1 Glut_3	#CC1F9B	#2ad34f
2125	2513	2513 PH-LHA Foxb1 Glut_3	#99FFF1	#db4196
2131	2514	2514 PH-LHA Foxb1 Glut_3	#459981	#30227f
2128	2515	2515 PH-LHA Foxb1 Glut_4	#661F48	#3d9fb5
2129	2516	2516 PH-LHA Foxb1 Glut_4	#CC8B1F	#4b96aa
2127	2517	2517 PH-LHA Foxb1 Glut_5	#649900	#b7331f
2133	2518	2518 PH-LHA Foxb1 Glut_5	#00FFE8	#63f99d
2826	2519	2519 PH-LHA Foxb1 Glut_6	#1F6660	#68ff89
2123	2520	2520 PH-LHA Foxb1 Glut_7	#521FCC	#32ba10
2132	2521	2521 PH-LHA Foxb1 Glut_7	#CC957A	#d61585
2316	2522	2522 PMd-LHA Foxb1 Glut_1	#66571F	#24e548
2317	2523	2523 PMd-LHA Foxb1 Glut_1	#FFF026	#ba5035
2318	2524	2524 PMd-LHA Foxb1 Glut_2	#66523D	#b53863
2319	2525	2525 PMd-LHA Foxb1 Glut_2	#882E99	#4ee5b0
2325	2526	2526 PMd-LHA Foxb1 Glut_2	#8B3DCC	#e641f2
2321	2527	2527 PMd-LHA Foxb1 Glut_2	#46CC1F	#ea3f4d
2322	2528	2528 PMd-LHA Foxb1 Glut_2	#0F2066	#cc3a20
2323	2529	2529 PMd-LHA Foxb1 Glut_2	#66472E	#d3b44e
2320	2530	2530 PMd-LHA Foxb1 Glut_2	#3D4266	#1b46e2
2324	2531	2531 PMd-LHA Foxb1 Glut_2	#3C2E66	#9ef740
2326	2532	2532 PMd-LHA Foxb1 Glut_2	#FF73BA	#d347ac
2314	2533	2533 PMd-LHA Foxb1 Glut_3	#456099	#6c9300
2315	2534	2534 PMd-LHA Foxb1 Glut_3	#5C92CC	#022af2
2130	2535	2535 PMd-LHA Foxb1 Glut_3	#2E665A	#ea359c
2334	2536	2536 PH-SUM Foxa1 Glut_1	#99522E	#d0ea2a
2339	2537	2537 PH-SUM Foxa1 Glut_1	#73FFF4	#28ef36
2340	2538	2538 PH-SUM Foxa1 Glut_1	#1F2266	#e58824
2347	2539	2539 PH-SUM Foxa1 Glut_1	#006621	#9fdd3b
2337	2540	2540 PH-SUM Foxa1 Glut_2	#532E99	#1540af
2341	2541	2541 PH-SUM Foxa1 Glut_2	#FF73D0	#ab50ed
2365	2542	2542 PH-SUM Foxa1 Glut_2	#73FFF7	#18e09a
2541	2543	2543 PH-SUM Foxa1 Glut_3	#1F5F66	#23ff7b
2374	2544	2544 PH-SUM Foxa1 Glut_3	#67CC00	#1fa39e
2381	2545	2545 PH-SUM Foxa1 Glut_3	#997B5C	#ef58c7
2360	2546	2546 PH-SUM Foxa1 Glut_3	#0F5566	#1faf52
2361	2547	2547 PH-SUM Foxa1 Glut_3	#49663D	#5edb5c
2373	2548	2548 PH-SUM Foxa1 Glut_3	#454999	#eaba60
2376	2549	2549 PH-SUM Foxa1 Glut_3	#F5FF26	#9f0bbc
2379	2550	2550 PH-SUM Foxa1 Glut_4	#FF0029	#c91286
2380	2551	2551 PH-SUM Foxa1 Glut_4	#66640F	#66b733
2368	2552	2552 PH-SUM Foxa1 Glut_5	#660F64	#51a1db
2377	2553	2553 PH-SUM Foxa1 Glut_5	#F0FF99	#e8aa37
2338	2554	2554 PH-SUM Foxa1 Glut_5	#8DCC3D	#295e87
2342	2555	2555 PH-SUM Foxa1 Glut_5	#178299	#39db54
2359	2556	2556 PH-SUM Foxa1 Glut_5	#BDFF99	#c75cf2
2369	2557	2557 PH-SUM Foxa1 Glut_5	#3DFF00	#ff6d74
2370	2558	2558 PH-SUM Foxa1 Glut_6	#CC3DCC	#ff72ff
2375	2559	2559 PH-SUM Foxa1 Glut_6	#5CCC71	#c702ea
2367	2560	2560 PH-SUM Foxa1 Glut_6	#CC581F	#3cfcb6
2378	2561	2561 PH-SUM Foxa1 Glut_6	#FF99F6	#d642dd
2371	2562	2562 PH-SUM Foxa1 Glut_6	#6C5C99	#c93ed1
2372	2563	2563 PH-SUM Foxa1 Glut_6	#990052	#82ed50
1470	2564	2564 HY Gnrh1 Glut_1	#FF99C1	#5d7eea
2820	2565	2565 MM-ant Foxb1 Glut_1	#835CCC	#b13ce0
2828	2566	2566 MM-ant Foxb1 Glut_1	#1F6366	#030a60
2829	2567	2567 MM-ant Foxb1 Glut_1	#CC3DB3	#db3bad
2830	2568	2568 MM-ant Foxb1 Glut_1	#7ACCCC	#2a85a3
2821	2569	2569 MM-ant Foxb1 Glut_1	#889945	#e20d31
2827	2570	2570 MM-ant Foxb1 Glut_1	#662500	#4ee578
2822	2571	2571 MM Foxb1 Glut_1	#FFC599	#e2f41d
2823	2572	2572 MM Foxb1 Glut_1	#BBCC1F	#1a36a5
2825	2573	2573 MM Foxb1 Glut_1	#CC0085	#13a522
2833	2574	2574 MM Foxb1 Glut_2	#994593	#83ef4c
2834	2575	2575 MM Foxb1 Glut_2	#CC00AE	#63bc10
2831	2576	2576 MM Foxb1 Glut_2	#2E9977	#60f26f
2832	2577	2577 MM Foxb1 Glut_2	#99457C	#e5144f
2892	2578	2578 MH Tac2 Glut_1	#5C6799	#0e318c
2893	2579	2579 MH Tac2 Glut_1	#42663D	#5ff469
2894	2580	2580 MH Tac2 Glut_1	#66210F	#e25dc8
2896	2581	2581 MH Tac2 Glut_1	#4DFF64	#6774ef
2890	2582	2582 MH Tac2 Glut_2	#00FF2A	#4ef461
2886	2583	2583 MH Tac2 Glut_2	#0F2D66	#23ce61
2887	2584	2584 MH Tac2 Glut_2	#629945	#2d52c4
2888	2585	2585 MH Tac2 Glut_2	#2E8899	#c570ff
2889	2586	2586 MH Tac2 Glut_2	#2E3D66	#5e1f9e
2878	2587	2587 MH Tac2 Glut_3	#CC1F97	#ce5a0c
2879	2588	2588 MH Tac2 Glut_3	#406600	#cc9622
2880	2589	2589 MH Tac2 Glut_3	#3D5C66	#f2a76a
2884	2590	2590 MH Tac2 Glut_3	#00990D	#5557e0
2881	2591	2591 MH Tac2 Glut_3	#992E8A	#44c13f
2882	2592	2592 MH Tac2 Glut_3	#979945	#ff0feb
2891	2593	2593 MH Tac2 Glut_3	#FFF073	#37c654
2895	2594	2594 MH Tac2 Glut_4	#1FCC2A	#008fe2
2897	2595	2595 MH Tac2 Glut_4	#660F18	#f7cf07
2910	2596	2596 MH Tac2 Glut_5	#E926FF	#56ef63
2885	2597	2597 MH Tac2 Glut_5	#6A1799	#28af13
2909	2598	2598 MH Tac2 Glut_5	#C0CC5C	#6c4fdd
2898	2599	2599 LH Pou4f1 Sox1 Glut_1	#9700CC	#db9423
2911	2600	2600 LH Pou4f1 Sox1 Glut_1	#1F5B66	#593da0
2900	2601	2601 LH Pou4f1 Sox1 Glut_2	#42662E	#e863aa
2901	2602	2602 LH Pou4f1 Sox1 Glut_2	#E4FF73	#0c8e56
2903	2603	2603 LH Pou4f1 Sox1 Glut_2	#2E6799	#17ea25
2908	2604	2604 LH Pou4f1 Sox1 Glut_2	#B2FF73	#4d5ce2
2899	2605	2605 LH Pou4f1 Sox1 Glut_2	#99F4FF	#d6652c
2904	2606	2606 LH Pou4f1 Sox1 Glut_3	#CCBC5C	#023491
2905	2607	2607 LH Pou4f1 Sox1 Glut_3	#A2FF73	#5bd3ff
2907	2608	2608 LH Pou4f1 Sox1 Glut_3	#2E664C	#375ae8
2906	2609	2609 LH Pou4f1 Sox1 Glut_4	#FF99D8	#e2654f
2912	2610	2610 LH Pou4f1 Sox1 Glut_4	#5CCCA3	#cc6724
2913	2611	2611 LH Pou4f1 Sox1 Glut_4	#1C660F	#960a16
2902	2612	2612 LH Pou4f1 Sox1 Glut_4	#3200CC	#e5de09
5020	2613	2613 AD Serpinb7 Glut_1	#CC6D3D	#b26200
5021	2614	2614 AD Serpinb7 Glut_1	#993117	#db0697
5022	2615	2615 AV Col27a1 Glut_1	#662200	#e5ce5e
5023	2616	2616 AV Col27a1 Glut_1	#2E4366	#1ace23
4788	2617	2617 PVT-PT Ntrk1 Glut_1	#0F6666	#e27a51
5083	2618	2618 PVT-PT Ntrk1 Glut_1	#459799	#e8de30
5087	2619	2619 PVT-PT Ntrk1 Glut_1	#661F5F	#81c609
5086	2620	2620 PVT-PT Ntrk1 Glut_2	#CCC47A	#f762cd
5090	2621	2621 PVT-PT Ntrk1 Glut_2	#3D86CC	#ce7f46
5092	2622	2622 PVT-PT Ntrk1 Glut_2	#9DFF26	#ef9047
5085	2623	2623 PVT-PT Ntrk1 Glut_2	#97995C	#a93cd8
5079	2624	2624 PVT-PT Ntrk1 Glut_3	#F6FF4D	#dbb660
5093	2625	2625 PVT-PT Ntrk1 Glut_3	#459979	#51d179
5084	2626	2626 PVT-PT Ntrk1 Glut_3	#26FF42	#67f7fc
5078	2627	2627 PVT-PT Ntrk1 Glut_4	#26ABFF	#010193
5077	2628	2628 PVT-PT Ntrk1 Glut_4	#7AA9CC	#3bdd9a
5089	2629	2629 PVT-PT Ntrk1 Glut_4	#63660F	#3df7d8
5081	2630	2630 PVT-PT Ntrk1 Glut_5	#2E6653	#c92c53
5082	2631	2631 PVT-PT Ntrk1 Glut_5	#2E9936	#ed50d0
5094	2632	2632 PVT-PT Ntrk1 Glut_6	#0041CC	#ddda21
5036	2633	2633 CM-IAD-CL-PCN Sema5b Glut_1	#C53DCC	#4ae2c9
5038	2634	2634 CM-IAD-CL-PCN Sema5b Glut_1	#FF2661	#f4506c
5039	2635	2635 CM-IAD-CL-PCN Sema5b Glut_1	#925CCC	#d88f4b
5100	2636	2636 CM-IAD-CL-PCN Sema5b Glut_1	#CC0037	#5fbc25
5095	2637	2637 CM-IAD-CL-PCN Sema5b Glut_2	#CC7D7A	#8d2bd8
5097	2638	2638 CM-IAD-CL-PCN Sema5b Glut_2	#909945	#e0ae0b
5098	2639	2639 CM-IAD-CL-PCN Sema5b Glut_2	#5CCCBA	#a01c01
5091	2640	2640 CM-IAD-CL-PCN Sema5b Glut_3	#006623	#af5433
5099	2641	2641 CM-IAD-CL-PCN Sema5b Glut_3	#997ACC	#44ea2e
5102	2642	2642 CM-IAD-CL-PCN Sema5b Glut_3	#96FF4D	#078263
5037	2643	2643 CM-IAD-CL-PCN Sema5b Glut_4	#660F25	#53efbe
5101	2644	2644 CM-IAD-CL-PCN Sema5b Glut_4	#7ACC7D	#9947ef
5104	2645	2645 CM-IAD-CL-PCN Sema5b Glut_4	#66540F	#0a2f84
5096	2646	2646 CM-IAD-CL-PCN Sema5b Glut_5	#3D5466	#44d10c
5103	2647	2647 CM-IAD-CL-PCN Sema5b Glut_5	#661F30	#c4ea2c
5066	2648	2648 TH Prkcd Grin2c Glut_1	#1A0066	#e03e71
5067	2649	2649 TH Prkcd Grin2c Glut_1	#B31FCC	#4852d6
5076	2650	2650 TH Prkcd Grin2c Glut_2	#FFB599	#3e57f9
5073	2651	2651 TH Prkcd Grin2c Glut_3	#2E6366	#33e04a
5033	2652	2652 TH Prkcd Grin2c Glut_3	#7ACCB1	#0d4b70
5074	2653	2653 TH Prkcd Grin2c Glut_4	#FFAB99	#07ea9e
5028	2654	2654 TH Prkcd Grin2c Glut_4	#6DCC5C	#20a014
5068	2655	2655 TH Prkcd Grin2c Glut_5	#ACCC1F	#23c7e0
5069	2656	2656 TH Prkcd Grin2c Glut_5	#869945	#513799
5070	2657	2657 TH Prkcd Grin2c Glut_5	#3D0F66	#1eedab
5075	2658	2658 TH Prkcd Grin2c Glut_5	#993D00	#12d7ed
5056	2659	2659 TH Prkcd Grin2c Glut_6	#7A8ACC	#f96beb
5062	2660	2660 TH Prkcd Grin2c Glut_6	#370099	#2788b5
5063	2661	2661 TH Prkcd Grin2c Glut_6	#CC7AB5	#d850b6
5060	2662	2662 TH Prkcd Grin2c Glut_6	#2E6659	#cea812
5071	2663	2663 TH Prkcd Grin2c Glut_6	#885C99	#e234da
5072	2664	2664 TH Prkcd Grin2c Glut_6	#00FF0E	#cfd64d
5035	2665	2665 TH Prkcd Grin2c Glut_7	#2D0099	#c46948
5029	2666	2666 TH Prkcd Grin2c Glut_7	#553D66	#481596
5034	2667	2667 TH Prkcd Grin2c Glut_7	#00CC8D	#d1c00a
5088	2668	2668 TH Prkcd Grin2c Glut_8	#998C00	#43c0f2
5030	2669	2669 TH Prkcd Grin2c Glut_8	#996600	#fc4e6b
5031	2670	2670 TH Prkcd Grin2c Glut_8	#992E88	#1bad45
5032	2671	2671 TH Prkcd Grin2c Glut_8	#815C99	#49d8fc
5057	2672	2672 TH Prkcd Grin2c Glut_8	#CC8C00	#76ce18
5045	2673	2673 TH Prkcd Grin2c Glut_8	#CD4DFF	#001c8c
5041	2674	2674 TH Prkcd Grin2c Glut_9	#58661F	#f2b100
5042	2675	2675 TH Prkcd Grin2c Glut_9	#5E2E66	#e8d43e
5043	2676	2676 TH Prkcd Grin2c Glut_9	#000D66	#e80b9e
5044	2677	2677 TH Prkcd Grin2c Glut_10	#CCFF00	#049617
5050	2678	2678 TH Prkcd Grin2c Glut_10	#6026FF	#e8884c
5059	2679	2679 TH Prkcd Grin2c Glut_11	#CC1F2D	#5aba07
5061	2680	2680 TH Prkcd Grin2c Glut_11	#3DCC51	#44bf0f
5048	2681	2681 TH Prkcd Grin2c Glut_12	#1F4E66	#30afdd
5049	2682	2682 TH Prkcd Grin2c Glut_12	#CC5CBA	#ff217d
5065	2683	2683 TH Prkcd Grin2c Glut_13	#490F66	#21bc3e
5019	2684	2684 TH Prkcd Grin2c Glut_13	#30992E	#3b40c6
5040	2685	2685 TH Prkcd Grin2c Glut_13	#FFF84D	#1e3d7a
5051	2686	2686 TH Prkcd Grin2c Glut_13	#3DBACC	#34c943
5058	2687	2687 TH Prkcd Grin2c Glut_13	#662900	#db188d
5046	2688	2688 TH Prkcd Grin2c Glut_14	#66600F	#a31a0b
5047	2689	2689 TH Prkcd Grin2c Glut_14	#663D54	#28ccb3
5122	2690	2690 RE-Xi Nox4 Glut_1	#99FDFF	#435bf2
5123	2691	2691 RE-Xi Nox4 Glut_1	#006603	#ae02dd
5128	2692	2692 RE-Xi Nox4 Glut_1	#1FCC26	#44e55c
5124	2693	2693 RE-Xi Nox4 Glut_1	#6E4599	#dba54e
5064	2694	2694 RE-Xi Nox4 Glut_2	#008399	#36f736
5052	2695	2695 RE-Xi Nox4 Glut_2	#99D6FF	#67aa1e
5053	2696	2696 RE-Xi Nox4 Glut_2	#661F5C	#19aa97
5055	2697	2697 RE-Xi Nox4 Glut_2	#993D17	#6f09a5
5054	2698	2698 RE-Xi Nox4 Glut_3	#73FF79	#320dba
5125	2699	2699 RE-Xi Nox4 Glut_3	#94CC1F	#d86902
5129	2700	2700 RE-Xi Nox4 Glut_3	#579917	#03ad25
5126	2701	2701 RE-Xi Nox4 Glut_3	#620F66	#edc953
5127	2702	2702 RE-Xi Nox4 Glut_3	#3DCCBE	#c6212a
5116	2703	2703 RE-Xi Nox4 Glut_4	#26FFF1	#48ce51
5025	2704	2704 MG-POL-SGN Nts Glut_1	#990063	#5453bc
5026	2705	2705 MG-POL-SGN Nts Glut_1	#480066	#e8af45
5027	2706	2706 MG-POL-SGN Nts Glut_1	#2E2F99	#f259b7
5141	2707	2707 MG-POL-SGN Nts Glut_2	#3E1799	#d6318b
5148	2708	2708 MG-POL-SGN Nts Glut_2	#994556	#381584
5024	2709	2709 MG-POL-SGN Nts Glut_2	#66661F	#e09a5e
5105	2710	2710 PF Fzd5 Glut_1	#794DFF	#d85d20
5117	2711	2711 PF Fzd5 Glut_1	#5C7699	#040fe5
5118	2712	2712 PF Fzd5 Glut_1	#402E99	#97bf13
5119	2713	2713 PF Fzd5 Glut_1	#4DFF6C	#92e03a
5120	2714	2714 PF Fzd5 Glut_1	#26D7FF	#5a218c
5121	2715	2715 PF Fzd5 Glut_1	#B53DCC	#f442b3
5106	2716	2716 PF Fzd5 Glut_1	#1F3C66	#e08653
5111	2717	2717 PF Fzd5 Glut_1	#51661F	#5d1399
5113	2718	2718 PF Fzd5 Glut_1	#D0FF99	#3bbfa4
5114	2719	2719 PF Fzd5 Glut_1	#260F66	#b45ce8
5107	2720	2720 PF Fzd5 Glut_2	#611FCC	#d8741c
5108	2721	2721 PF Fzd5 Glut_2	#664C1F	#9eb220
5109	2722	2722 PF Fzd5 Glut_2	#0F6610	#8bfc2f
5115	2723	2723 PF Fzd5 Glut_2	#91995C	#d69244
5110	2724	2724 PF Fzd5 Glut_2	#392E99	#0cf91c
5112	2725	2725 PF Fzd5 Glut_2	#CC4C1F	#fc7553
4701	2726	2726 PRC-PAG Pax6 Glut_1	#73FFAC	#aa2e25
4835	2727	2727 PRC-PAG Pax6 Glut_1	#874599	#404aa5
4841	2728	2728 PRC-PAG Pax6 Glut_1	#00663E	#1223a5
4842	2729	2729 PRC-PAG Pax6 Glut_1	#CCC13D	#edc721
2305	2730	2730 PRC-PAG Pax6 Glut_1	#99A6FF	#2c910f
2306	2731	2731 PRC-PAG Pax6 Glut_1	#FF2652	#ed096f
2307	2732	2732 PRC-PAG Pax6 Glut_1	#959917	#1ea09e
2302	2733	2733 PRC-PAG Pax6 Glut_2	#66003D	#db4e08
2304	2734	2734 PRC-PAG Pax6 Glut_2	#171C99	#ff32cf
2309	2735	2735 PRC-PAG Pax6 Glut_2	#995C63	#0c4568
2310	2736	2736 PRC-PAG Pax6 Glut_2	#997E5C	#e21683
2311	2737	2737 PRC-PAG Pax6 Glut_2	#CACC5C	#7eea48
2301	2738	2738 PRC-PAG Pax6 Glut_2	#993300	#cc415d
2303	2739	2739 PRC-PAG Pax6 Glut_2	#18660F	#9b2707
2308	2740	2740 PRC-PAG Pax6 Glut_2	#0F661C	#3198b7
4834	2741	2741 PRC-PAG Pax6 Glut_3	#006645	#2c34d3
2179	2742	2742 PRC-PAG Pax6 Glut_3	#00CCA8	#70bc1a
24557	2743	2743 PRC-PAG Pax6 Glut_3	#2E997E	#f47469
24564	2744	2744 PRC-PAG Pax6 Glut_3	#CC5C88	#28fcea
24613	2745	2745 PRC-PAG Pax6 Glut_3	#BC7ACC	#5dd8d0
24561	2746	2746 PRC-PAG Pax6 Glut_3	#997100	#40acc4
24563	2747	2747 PRC-PAG Pax6 Glut_3	#3D6466	#537f0b
2312	2748	2748 PRC-PAG Pax6 Glut_4	#381F66	#1d00e0
2297	2749	2749 PRC-PAG Pax6 Glut_4	#EAFF4D	#5aed61
24413	2750	2750 PRC-PAG Pax6 Glut_4	#FF99EA	#5ab721
3410	2751	2751 PRC-PAG Pax6 Glut_5	#660F12	#e0812f
2157	2752	2752 MB-ant-ve Dmrta2 Glut_1	#00662E	#02bfe0
2158	2753	2753 MB-ant-ve Dmrta2 Glut_1	#006499	#85bc18
2175	2754	2754 MB-ant-ve Dmrta2 Glut_1	#0F6625	#3f87d3
2146	2755	2755 MB-ant-ve Dmrta2 Glut_1	#FFA726	#60d6ce
2213	2756	2756 MB-ant-ve Dmrta2 Glut_1	#73FF92	#23a303
2147	2757	2757 MB-ant-ve Dmrta2 Glut_1	#99001E	#63ff85
2150	2758	2758 MB-ant-ve Dmrta2 Glut_1	#85FF26	#117caa
2148	2759	2759 MB-ant-ve Dmrta2 Glut_1	#66553D	#0f7f7f
2163	2760	2760 MB-ant-ve Dmrta2 Glut_1	#99173E	#b21f01
8215	2761	2761 RN Spp1 Glut_1	#3DCC44	#0a2d72
2149	2762	2762 MRN-PAG Nkx6-1 Glut_1	#533D66	#b75e26
2161	2763	2763 MRN-PAG Nkx6-1 Glut_1	#FFE04D	#ff7c19
3772	2764	2764 MRN-PAG Nkx6-1 Glut_1	#CC6F1F	#fc6279
2154	2765	2765 MRN-PAG Nkx6-1 Glut_2	#FFF800	#021375
2170	2766	2766 MRN-PAG Nkx6-1 Glut_2	#C7FF00	#bc2b37
2345	2767	2767 IF-RL-CLI-PAG Foxa1 Glut_1	#5DCC3D	#2f0b7c
2351	2768	2768 IF-RL-CLI-PAG Foxa1 Glut_1	#1FCACC	#cea94c
2352	2769	2769 IF-RL-CLI-PAG Foxa1 Glut_1	#5C5D99	#73f727
2355	2770	2770 IF-RL-CLI-PAG Foxa1 Glut_1	#B2FF99	#e54467
2382	2771	2771 IF-RL-CLI-PAG Foxa1 Glut_1	#FF8F4D	#35dd13
2344	2772	2772 IF-RL-CLI-PAG Foxa1 Glut_2	#430F66	#2ec1ba
2349	2773	2773 IF-RL-CLI-PAG Foxa1 Glut_2	#CCAA3D	#27f40c
2356	2774	2774 IF-RL-CLI-PAG Foxa1 Glut_2	#2E6648	#b75b3c
2348	2775	2775 IF-RL-CLI-PAG Foxa1 Glut_3	#41661F	#194e8c
2350	2776	2776 IF-RL-CLI-PAG Foxa1 Glut_3	#73C4FF	#ff11b3
2354	2777	2777 IF-RL-CLI-PAG Foxa1 Glut_3	#663D4E	#8eba0b
2353	2778	2778 IF-RL-CLI-PAG Foxa1 Glut_4	#17998F	#c15119
2357	2779	2779 IF-RL-CLI-PAG Foxa1 Glut_4	#994580	#10bc55
2362	2780	2780 IF-RL-CLI-PAG Foxa1 Glut_5	#C94DFF	#aa2c56
4811	2781	2781 PAG-SC Neurod2 Meis2 Glut_1	#0013CC	#31eaa9
4817	2782	2782 PAG-SC Neurod2 Meis2 Glut_1	#995C5D	#d16527
4818	2783	2783 PAG-SC Neurod2 Meis2 Glut_1	#53660F	#ce9142
4821	2784	2784 PAG-SC Neurod2 Meis2 Glut_1	#FF73F6	#0d8462
4816	2785	2785 PAG-SC Neurod2 Meis2 Glut_1	#00CC4D	#7016bf
4825	2786	2786 PAG-SC Neurod2 Meis2 Glut_2	#2A0F66	#e81473
4827	2787	2787 PAG-SC Neurod2 Meis2 Glut_2	#9126FF	#1eeabe
4831	2788	2788 PAG-SC Neurod2 Meis2 Glut_2	#007DCC	#eda22a
4832	2789	2789 PAG-SC Neurod2 Meis2 Glut_2	#999145	#38e290
4815	2790	2790 PAG-SC Neurod2 Meis2 Glut_3	#64CC3D	#544bbc
4820	2791	2791 PAG-SC Neurod2 Meis2 Glut_4	#0036FF	#393c9b
4822	2792	2792 PAG-SC Neurod2 Meis2 Glut_4	#3D6646	#af0846
4823	2793	2793 PAG-SC Neurod2 Meis2 Glut_4	#4DA1FF	#e263a7
4824	2794	2794 PAG-SC Neurod2 Meis2 Glut_4	#0033CC	#d0d861
4828	2795	2795 PAG-SC Neurod2 Meis2 Glut_4	#997345	#52e84a
4829	2796	2796 PAG-SC Neurod2 Meis2 Glut_4	#0F1C66	#cc0f02
4830	2797	2797 PAG-SC Neurod2 Meis2 Glut_4	#03FF00	#04db2f
4863	2798	2798 PAG Pou4f3 Glut_1	#70CC3D	#07f793
4867	2799	2799 PAG Pou4f3 Glut_1	#999DFF	#083391
4868	2800	2800 PAG Pou4f3 Glut_1	#5C998E	#5123d1
4532	2801	2801 PAG Pou4f3 Glut_1	#73BBFF	#7365ed
4859	2802	2802 PAG Pou4f3 Glut_1	#99005C	#f44675
4869	2803	2803 PAG Pou4f3 Glut_1	#5626FF	#01b225
4849	2804	2804 PAG Pou4f3 Glut_1	#4B663D	#07c424
4865	2805	2805 PAG Pou4f3 Glut_1	#2631FF	#26d692
4870	2806	2806 PAG Pou4f3 Glut_1	#FF4D88	#c41b75
4871	2807	2807 PAG Pou4f3 Glut_1	#CC1F74	#4153cc
4814	2808	2808 PAG Pou4f3 Glut_2	#887ACC	#3494b5
4864	2809	2809 PAG Pou4f3 Glut_2	#5C9981	#110bc4
4866	2810	2810 PAG Pou4f3 Glut_2	#CC002E	#dc00e8
4700	2811	2811 PAG Pou4f3 Glut_3	#992E2F	#562ba0
4706	2812	2812 PAG Pou4f3 Glut_3	#FFEA73	#7ff966
4962	2813	2813 CUN Evx2 Lhx2 Glut_1	#991776	#14e23a
4963	2814	2814 CUN Evx2 Lhx2 Glut_1	#CC5CBD	#dbc92b
4973	2815	2815 CUN Evx2 Lhx2 Glut_1	#14CC00	#4c6cad
4974	2816	2816 CUN Evx2 Lhx2 Glut_1	#5CCCC2	#00f281
4975	2817	2817 CUN Evx2 Lhx2 Glut_1	#99BFFF	#55e89a
4976	2818	2818 CUN Evx2 Lhx2 Glut_1	#2E9953	#b91df2
4958	2819	2819 CUN Evx2 Lhx2 Glut_2	#854599	#ce2d93
4959	2820	2820 CUN Evx2 Lhx2 Glut_2	#2B1F66	#64fc80
4968	2821	2821 CUN Evx2 Lhx2 Glut_2	#66310F	#c69641
4969	2822	2822 CUN Evx2 Lhx2 Glut_2	#FF7B26	#0d0a9b
4970	2823	2823 CUN Evx2 Lhx2 Glut_2	#5CCCBC	#cc12c8
4978	2824	2824 CUN Evx2 Lhx2 Glut_2	#FFA499	#7933a5
4979	2825	2825 CUN Evx2 Lhx2 Glut_2	#BB00FF	#c24ce0
4956	2826	2826 CUN Evx2 Lhx2 Glut_3	#CCBB7A	#b58b30
4960	2827	2827 CUN Evx2 Lhx2 Glut_3	#2645FF	#13d640
4961	2828	2828 CUN Evx2 Lhx2 Glut_3	#FFCE99	#d6cb00
4967	2829	2829 CUN Evx2 Lhx2 Glut_3	#459990	#3e76a8
4981	2830	2830 CUN Evx2 Lhx2 Glut_3	#2E994C	#f9d639
24408	2831	2831 CUN Evx2 Lhx2 Glut_3	#5CCC9E	#ed1ee6
4982	2832	2832 CUN Evx2 Lhx2 Glut_4	#4A3D66	#47ffa0
4965	2833	2833 CUN Evx2 Lhx2 Glut_4	#342E99	#1ca025
4966	2834	2834 CUN Evx2 Lhx2 Glut_4	#99312E	#180b66
4972	2835	2835 CUN Evx2 Lhx2 Glut_4	#689900	#6dba32
4984	2836	2836 CUN Evx2 Lhx2 Glut_4	#656600	#5a79f4
4971	2837	2837 CUN Evx2 Lhx2 Glut_5	#20660F	#509eb2
4957	2838	2838 CUN Evx2 Lhx2 Glut_5	#661F62	#590396
4977	2839	2839 CUN Evx2 Lhx2 Glut_5	#0F6645	#ae2ad6
4985	2840	2840 CUN Evx2 Lhx2 Glut_5	#177799	#0a4e82
4723	2841	2841 APN C1ql2 Glut_1	#6E5C99	#d84b88
4724	2842	2842 APN C1ql2 Glut_1	#179987	#798e0e
4725	2843	2843 APN C1ql2 Glut_1	#CC5C9E	#e0ac4c
4722	2844	2844 APN C1ql2 Glut_1	#006615	#e24de0
4740	2845	2845 APN C1ql2 Glut_1	#870099	#ba3634
4726	2846	2846 APN C1ql2 Glut_1	#611799	#5deaa8
4734	2847	2847 APN C1ql2 Glut_1	#26FFE3	#ea569b
4715	2848	2848 APN C1ql4 Glut_1	#CBCC3D	#1cbc84
4716	2849	2849 APN C1ql4 Glut_1	#0F6652	#3dcaed
